Name,1,2,3,4,5,6,7,8,9,10,11,12,Total
Family of Faith Christian University,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson Christian College,0,0,10,0,0,0,0,0,0,9,0,0,19
Dewey University-Hato Rey,0,1,7,0,0,0,0,22,0,0,0,0,30
Baptist University of the Americas,0,0,9,0,0,0,0,0,0,9,7,0,25
Beis Medrash Heichal Dovid,0,0,0,0,0,0,0,0,0,10,0,0,10
Charlotte Christian College and Theological Seminary,0,0,0,0,0,0,0,0,0,0,0,0,0
University of California-Merced,501,0,201,280,340,39,95,0,0,422,12,16,1906
Remington College-North Houston Campus,0,0,5,0,0,0,0,0,0,0,0,0,5
Central Methodist University-College of Graduate and Extended Studies,0,18,104,1,2,13,0,209,4,52,0,0,403
Johnson & Wales University-Charlotte,0,0,63,0,0,0,0,0,0,3,0,0,66
Ave Maria University,0,0,61,18,28,4,2,4,22,60,3,2,204
Ecclesia College,0,0,9,0,0,0,0,0,0,26,0,0,35
Uta Mesivta of Kiryas Joel,0,0,0,0,0,0,0,0,0,417,0,0,417
Harrisburg University of Science and Technology,141,128,399,0,21,318,0,17,0,0,20,0,1044
Georgia Gwinnett College,0,143,379,19,103,13,14,109,0,193,52,0,1025
SUM Bible College and Theological Seminary,0,0,0,0,0,0,0,0,0,0,0,0,0
Dewey University-Juana D��az,16,0,0,0,0,0,0,3,0,0,0,0,19
Huntsville Bible College,0,0,0,0,0,0,0,0,0,0,0,0,0
Bais Medrash Toras Chesed,0,0,0,0,0,0,0,0,0,19,0,0,19
Visible Music College,0,22,4,0,0,0,0,0,1,0,54,0,81
University of the West,0,1,11,0,0,5,0,0,0,27,0,0,44
Yeshivas Be'er Yitzchok,0,0,0,0,0,0,0,0,0,11,0,0,11
Yeshiva Toras Chaim,0,0,0,0,0,0,0,0,0,28,0,0,28
Talmudical Seminary of Bobov,0,0,0,0,0,0,0,0,0,117,0,0,117
Bryant & Stratton College-Wauwatosa,0,2,52,0,0,0,0,2,0,0,0,0,56
Remington College-Shreveport Campus,3,0,5,0,0,0,0,0,0,0,0,0,8
Patrick Henry College,0,0,10,20,0,0,0,0,7,17,0,0,54
The King's College,0,0,43,0,0,0,0,0,11,62,0,0,116
Yeshiva of Machzikai Hadas,0,0,0,0,0,0,0,0,0,55,0,0,55
The Chicago School of Professional Psychology at Los Angeles,0,0,20,21,0,0,0,5,0,702,0,0,748
Providence Christian College,0,0,0,0,0,0,0,0,0,21,0,0,21
Polytechnic University of Puerto Rico-Miami,5,2,26,0,0,0,0,0,0,0,0,0,33
Polytechnic University of Puerto Rico-Orlando,16,1,8,0,0,0,0,0,0,0,0,0,25
University of Minnesota-Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0
Homestead Schools,0,0,0,0,0,0,0,0,0,0,0,0,0
Horizon University,0,0,1,0,0,0,0,0,0,0,0,0,1
University of Fort Lauderdale,0,0,5,0,0,0,0,0,0,0,0,0,5
Pacific Rim Christian University,0,0,0,0,0,0,0,0,0,17,1,0,18
City Vision University,0,0,16,0,0,0,0,0,0,0,0,0,16
Ascent College,0,0,0,0,0,0,0,0,0,0,0,0,0
Compass College of Film and Media,0,0,0,0,0,0,0,0,0,0,18,0,18
Touro University Worldwide,0,0,204,0,0,0,0,9,0,268,0,0,481
Herzing University-Kenosha,0,1,8,0,0,0,0,0,0,3,0,0,12
Herzing University-Brookfield,0,2,9,0,0,0,0,0,0,2,0,0,13
Texas A&M University-San Antonio,0,21,435,165,85,11,2,64,57,172,0,2,1014
Johnson & Wales University-Online,0,5,515,1,0,0,0,0,2,26,0,0,549
Fairfax University of America,0,6,6,0,0,0,0,0,0,0,0,0,12
Carolina College of Biblical Studies,0,0,0,0,0,0,0,0,0,0,0,0,0
Manna University,0,0,0,0,0,0,0,0,0,15,0,0,15
Simmons College of Kentucky,0,0,8,4,0,0,0,0,2,8,2,0,24
North American University,0,78,17,0,0,0,0,168,0,0,0,0,263
Keser Torah-Mayan Hatalmud,0,0,0,0,0,0,0,0,0,21,0,0,21
John Paul the Great Catholic University,0,0,7,0,0,0,0,0,48,8,0,0,63
Ottawa University-Surprise,5,1,87,0,6,0,0,11,12,18,0,0,140
Dewey University-Manati,8,0,0,0,0,0,0,11,0,0,0,0,19
Los Angeles Pacific University,0,0,108,0,0,0,0,0,0,130,0,0,238
Catholic Distance University,0,0,0,0,0,0,0,0,0,13,0,0,13
Criswell College,0,0,0,0,0,0,0,1,0,3,0,0,4
Bais HaMedrash and Mesivta of Baltimore,0,0,0,0,0,0,0,0,0,7,0,0,7
Yeshiva Gedolah Zichron Leyma,0,0,0,0,0,0,0,0,0,2,0,0,2
Be'er Yaakov Talmudic Seminary,0,0,0,0,0,0,0,0,0,67,0,0,67
Colorado State University Global,0,736,2202,5,0,0,0,136,24,0,0,0,3103
Pennsylvania State University-World Campus,327,630,1811,462,45,152,106,380,99,317,4,0,4333
Bryant & Stratton College-Online,0,29,309,0,0,0,0,161,0,0,0,0,499
Warner Pacific University Professional and Graduate Studies,0,0,79,0,0,0,0,30,0,50,0,0,159
Florida Institute of Technology-Online,0,57,348,0,0,0,0,0,0,66,0,0,471
Midwives College of Utah,0,0,0,0,0,0,0,0,0,0,0,0,0
Grace Mission University,0,0,0,0,0,0,0,0,0,0,0,0,0
Mid-South Christian College,0,0,0,0,0,0,0,0,0,0,0,0,0
Grace School of Theology,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeshiva Gedolah Kesser Torah,0,0,0,0,0,0,0,0,0,11,0,0,11
Yeshiva Yesodei Hatorah,0,0,0,0,0,0,0,0,0,2,0,0,2
Augusta University,3,212,196,54,93,17,20,485,51,122,37,21,1311
Middle Georgia State University,9,198,207,4,32,9,0,69,33,257,28,4,850
Veritas Baptist College,0,0,0,0,0,0,0,0,0,0,0,0,0
University of North Georgia,8,177,518,146,145,26,41,269,116,992,79,30,2547
South Georgia State College,0,0,19,0,12,0,0,25,0,233,0,0,289
Florida Polytechnic University,132,131,0,0,0,0,0,0,0,186,0,0,449
Antioch College,0,0,0,2,4,0,0,0,0,16,0,0,22
Texas A&M University-Central Texas,3,64,189,21,24,11,0,57,0,160,7,0,536
Ana G. Mendez University,4,0,281,1,0,0,0,34,3,87,0,0,410
University of Florida-Online,0,50,189,94,47,0,22,41,81,58,9,0,591
Minerva University,0,0,40,38,0,0,0,0,0,33,0,0,111
Rabbinical College Ohr Yisroel,0,0,0,0,0,0,0,0,0,18,0,0,18
University of North Texas at Dallas,0,30,287,46,52,9,0,39,33,120,0,0,616
Georgia Military College,0,80,296,27,72,4,0,103,17,694,7,0,1300
American College of the Building Arts,0,0,0,0,0,0,0,0,0,0,0,0,0
Bet Medrash Gadol Ateret Torah,0,0,0,0,0,0,0,0,0,25,0,0,25
Yeshiva Ohr Yisrael,0,0,0,0,0,0,0,0,0,7,0,0,7
Yeshiva Sholom Shachna,0,0,0,0,0,0,0,0,0,19,0,0,19
Bethlehem College & Seminary,0,0,0,0,0,0,0,0,0,4,0,0,4
Beth Medrash Meor Yitzchok,0,0,0,0,0,0,0,0,0,3,0,0,3
Valor Christian College,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethany Global University,0,0,0,0,0,0,0,4,0,0,0,0,4
California Jazz Conservatory,0,0,0,0,0,0,0,0,0,0,5,0,5
Kennesaw State University,1107,898,1431,296,282,50,58,923,395,629,218,31,6318
Milligan University,15,16,49,8,7,3,5,36,10,35,10,1,195
Husson University,0,6,316,0,3,0,0,24,82,59,70,0,560
Northwest University-Center for Online and Extended Education,0,0,39,0,0,0,0,16,0,42,0,0,97
Yeshiva Zichron Aryeh,0,0,0,0,0,0,0,0,0,10,0,0,10
Yeshivas Maharit D'Satmar,0,0,0,0,0,0,0,0,0,16,0,0,16
Elim Bible Institute and College,0,0,0,0,0,0,0,0,0,8,0,0,8
Beth Medrash of Asbury Park,0,0,0,0,0,0,0,0,0,5,0,0,5
Yeshiva Gedolah Shaarei Shmuel,0,0,0,0,0,0,0,0,0,27,0,0,27
Indiana Wesleyan University-National & Global,0,64,1038,1,0,0,0,375,26,235,3,0,1742
University of Saint Katherine,0,0,26,0,1,0,0,0,0,16,3,0,46
University of the People,0,478,1403,0,0,0,0,485,0,0,0,0,2366
Purdue University Global,0,3007,6465,106,0,0,0,419,172,464,0,0,10633
Carolina University,0,0,39,0,0,0,0,9,0,60,0,0,108
Presbyterian Theological Seminary in America,0,0,0,0,0,0,0,0,0,11,0,0,11
America Evangelical University,0,0,10,0,0,0,0,3,0,0,0,0,13
Bolivar Technical College,0,0,0,0,0,0,0,0,0,0,0,0,0
Reformed University,0,0,4,0,0,0,0,0,0,0,0,0,4
Yeshiva Shaar Ephraim,0,0,0,0,0,0,0,0,0,41,0,0,41
Yeshiva Bais Aharon,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechon L'hoyroa,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeshiva Ohr Naftoli,0,0,0,0,0,0,0,0,0,7,0,0,7
Bais Medrash Mayan Hatorah,0,0,0,0,0,0,0,0,0,18,0,0,18
Purdue University Northwest,314,91,342,22,60,8,11,101,63,133,0,4,1149
Yeshiva Kollel Tifereth Elizer,0,0,0,0,0,0,0,0,0,37,0,0,37
The Chicago School of Professional Psychology at San Diego,0,0,0,0,0,0,0,0,0,17,0,0,17
University of Wisconsin-Milwaukee Flex,0,23,0,0,0,0,0,0,0,22,0,0,45
University of Wisconsin-Parkside Flex,0,0,15,0,0,0,0,0,0,0,0,0,15
Union Bible College,0,0,0,0,0,0,0,1,0,0,0,0,1
Yeshiva Gedolah Tiferes Boruch,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeshiva Chemdas Hatorah,0,0,0,0,0,0,0,0,0,24,0,0,24
Women's Institute of Torah Seminary and College,0,0,0,0,0,0,0,0,0,58,0,0,58
Yeshiva Gedolah Keren Hatorah,0,0,0,0,0,0,0,0,0,31,0,0,31
Yeshiva Gedolah of Cliffwood,0,0,0,0,0,0,0,0,0,9,0,0,9
Yeshivas Emek Hatorah,0,0,0,0,0,0,0,0,0,2,0,0,2
Yeshiva Gedola Tiferes Yerachmiel,0,0,0,0,0,0,0,0,0,33,0,0,33
Champion Christian College,0,0,0,0,0,0,0,0,0,4,0,0,4
EDP University of Puerto Rico-Villalba,0,8,2,0,0,0,0,0,0,0,0,0,10
Chicago School of Professional Psychology at Dallas,0,0,0,0,0,0,0,0,0,15,0,0,15
Drury University-College of Continuing Professional Studies,0,0,86,2,7,0,0,21,3,84,2,0,205
Indiana Institute of Technology-College of Professional Studies,25,28,526,0,0,0,0,0,1,55,0,0,635
Institute of Lutheran Theology,0,0,0,0,0,0,0,0,0,2,0,0,2
Yeshiva of Ocean,0,0,0,0,0,0,0,0,0,14,0,0,14
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,0,0,0,0,0,0,0,0,0,8,0,0,8
Yeshivat Hechal Shemuel,0,0,0,0,0,0,0,0,0,29,0,0,29
Yeshiva Gedolah of Woodlake Village,0,0,0,0,0,0,0,0,0,21,0,0,21
Yeshiva Gedola Tiferes Yaakov Yitzchok,0,0,0,0,0,0,0,0,0,27,0,0,27
College Unbound,0,0,0,0,0,0,0,0,0,0,0,0,0
EDP University of Puerto Rico-Humacao,0,2,0,0,0,0,0,0,0,0,0,0,2
EDP University of Puerto Rico-Manati,0,0,0,0,0,0,0,0,0,0,1,0,1
Faith Theological Seminary and Christian College,0,0,0,0,0,0,0,0,0,0,0,0,0
The Southwestern Baptist Theological Seminary,0,0,0,0,0,0,0,0,0,611,0,0,611
Christ Mission College,0,0,0,0,0,0,0,0,0,0,0,0,0
Urshan College,0,0,16,0,0,0,0,0,1,7,1,0,25
Yeshiva Yesoda Hatorah Vetz Chaim,0,0,0,0,0,0,0,0,0,23,0,0,23
Bais Medrash of Dexter Park,0,0,0,0,0,0,0,0,0,16,0,0,16
Oak Valley College,0,0,12,0,0,0,0,0,0,0,0,0,12
Indian Bible College,0,0,0,0,0,0,0,0,0,0,0,0,0
Pathways College,0,0,0,0,0,0,0,0,0,1,0,0,1
Agape College of Business and Science,0,0,4,0,0,0,0,0,0,0,0,0,4
Lakewood University,0,0,205,0,0,0,0,0,0,0,0,0,205
NewU University,0,0,0,0,0,0,0,0,0,0,0,0,0
Herzing University-Tampa,0,0,0,0,0,0,0,0,0,0,0,0,0
Remington College-Knoxville,8,5,39,0,0,0,0,0,0,0,2,0,54
Abilene Christian University-Undergraduate Online,0,7,9,0,0,0,0,0,0,14,0,0,30
Great Northern University,0,0,0,0,0,0,0,1,0,0,0,1,2
Bridges Christian College,0,0,0,0,0,0,0,0,0,0,0,0,0
RCCGNA Seminary,0,0,0,0,0,0,0,0,0,0,0,0,0
Reach University,0,0,0,0,0,0,0,12,0,0,0,0,12
Florida Baptist University,0,0,0,0,0,0,0,0,0,0,0,0,0
Evangel University-College of Online Learning,0,0,27,0,0,0,0,0,0,6,0,0,33
Marian University-Ancilla,0,0,13,0,0,0,0,0,0,12,0,0,25
Pathways College-Arizona,0,0,0,0,0,0,0,0,0,0,0,0,0
Commonwealth University of Pennsylvania,16,91,506,83,84,14,60,363,145,282,69,35,1748
Pennsylvania Western University,121,114,490,165,84,61,41,819,88,460,151,95,2689
